cotovelo_direito,cotovelo_esquerdo,ombro_direito,ombro_esquerdo,cintura_direita,cintura_esquerda,joelho_direito,joelho_esquerdo,braco_direito,braco_esquerdo,figure,image_name
160,169,53,154,104,168,107,67,0.5188679245283019,0.5239206534422404,scale,scale_87.jpeg
167,154,165,72,174,91,137,98,0.578563995837669,0.6102021174205967,scale,flipped_scale_115.jpeg
177,136,175,80,172,114,144,175,0.565668202764977,0.5441354292623942,scale,perspective_1_flipped_scale_105.jpeg
179,156,168,66,170,84,75,170,0.5889447236180905,0.5730688935281837,scale,flipped_scale_112.jpeg
144,161,69,174,51,166,168,168,0.5222929936305732,0.5710200190657769,scale,scale_120.jpeg
162,165,93,174,49,47,177,164,0.5554569653948536,0.5566371681415929,scale,scale_15.jpeg
166,168,78,176,74,155,177,161,0.5685654008438819,0.5530054644808743,scale,perspective_1_scale_121.jpeg
176,147,177,73,174,61,132,166,0.5977011494252874,0.5569620253164557,scale,flipped_scale_3.jpeg
177,148,155,44,152,100,172,97,0.44420600858369097,0.5771428571428572,scale,flipped_scale_84.jpeg
142,178,61,165,92,171,161,160,0.5425219941348973,0.5776173285198556,scale,scale_45.jpeg
168,172,88,177,81,177,172,118,0.5349048050770625,0.5882825040128411,scale,scale_70.jpeg
158,156,163,62,155,56,167,134,0.5225409836065574,0.551923076923077,scale,flipped_scale_101.jpeg
135,177,67,173,78,170,169,178,0.5943820224719101,0.5645355850422196,scale,perspective_1_scale_61.jpeg
172,126,171,59,158,65,166,57,0.5663615560640732,0.5184243964421855,scale,perspective_1_flipped_scale_123.jpeg
168,164,145,97,140,174,158,169,0.5181564245810056,0.6039035591274398,scale,perspective_1_flipped_scale_74.jpeg
146,168,82,175,53,179,177,131,0.5534591194968553,0.5884057971014492,scale,scale_123.jpeg
173,165,172,79,157,83,171,94,0.5764818355640535,0.6154513888888888,scale,flipped_scale_72.jpeg
163,178,88,161,125,158,128,163,0.49748110831234255,0.5501691093573844,scale,perspective_1_scale_52.jpeg
133,177,88,175,168,161,177,170,0.4520383693045564,0.44606060606060605,scale,perspective_1_scale_10.jpeg
142,173,63,174,90,166,178,147,0.551142005958292,0.5590243902439025,scale,scale_119.jpeg
175,171,171,83,147,174,178,174,0.5487077534791253,0.6059027777777778,scale,flipped_scale_46.jpeg
168,172,88,173,48,128,176,106,0.5570264765784114,0.5934579439252337,scale,scale_55.jpeg
162,170,95,173,171,142,139,177,0.4823529411764706,0.5586760280842528,scale,perspective_1_scale_5.jpeg
170,153,161,107,166,179,173,172,0.5251196172248804,0.6416967509025271,scale,perspective_1_flipped_scale_16.jpeg
173,164,177,90,77,46,179,171,0.5652573529411765,0.5854513584574934,scale,flipped_scale_80.jpeg
167,174,88,175,108,158,165,164,0.5430157261794635,0.5317535545023697,scale,perspective_1_scale_64.jpeg
149,169,76,172,63,163,112,176,0.5241935483870968,0.5470249520153551,scale,scale_75.jpeg
179,141,178,54,179,74,60,158,0.5608646188850968,0.5701559020044543,scale,perspective_1_flipped_scale_131.jpeg
179,149,175,83,152,13,169,19,0.5537735849056604,0.5575304022450889,scale,flipped_scale_76.jpeg
169,152,177,83,164,176,153,146,0.5455390334572491,0.5574660633484163,scale,flipped_scale_97.jpeg
157,158,74,174,40,134,154,102,0.4962962962962963,0.5692307692307692,scale,scale_48.jpeg
166,163,171,98,147,79,176,168,0.576,0.5679347826086957,scale,perspective_1_flipped_scale_5.jpeg
160,165,89,161,73,175,149,8,0.5063649222065064,0.5860023724792408,scale,perspective_1_scale_110.jpeg
157,177,77,176,53,164,153,136,0.5348605577689243,0.5703771849126035,scale,scale_54.jpeg
167,138,168,56,159,77,162,101,0.5603715170278638,0.5666327568667345,scale,flipped_scale_116.jpeg
177,154,177,77,143,67,179,116,0.608,0.592797783933518,scale,flipped_scale_6.jpeg
177,149,170,69,156,68,170,176,0.6,0.589803012746234,scale,perspective_1_flipped_scale_18.jpeg
172,167,87,178,100,158,96,153,0.4801038062283737,0.5443517816527672,scale,scale_69.jpeg
166,154,168,63,149,78,152,152,0.5831381733021077,0.5459183673469388,scale,flipped_scale_69.jpeg
136,177,59,147,82,172,172,159,0.5127388535031847,0.5548011639185257,scale,scale_74.jpeg
177,150,174,73,170,79,111,176,0.5381008206330598,0.5942327497425335,scale,perspective_1_flipped_scale_63.jpeg
143,161,53,167,168,164,177,160,0.48112058465286234,0.47985347985347987,scale,perspective_1_scale_74.jpeg
147,166,86,172,41,172,141,157,0.5426900584795321,0.5596846846846847,scale,perspective_1_scale_98.jpeg
169,147,171,73,154,68,113,154,0.6126021003500584,0.5901234567901235,scale,perspective_1_flipped_scale_23.jpeg
161,167,91,178,45,117,169,130,0.5545851528384279,0.53125,scale,scale_14.jpeg
133,174,59,176,47,160,107,171,0.47692307692307695,0.5730593607305936,scale,perspective_1_scale_127.jpeg
169,125,169,42,167,97,170,163,0.5845986984815619,0.5494117647058824,scale,perspective_1_flipped_scale_60.jpeg
173,145,168,77,150,55,131,170,0.5980902777777778,0.576007326007326,scale,flipped_scale_24.jpeg
168,146,178,62,176,71,179,125,0.5400565504241281,0.5778546712802768,scale,flipped_scale_62.jpeg
173,171,96,171,64,112,164,124,0.5715725806451613,0.5724346076458753,scale,perspective_1_scale_81.jpeg
158,163,95,168,48,85,179,164,0.5193578847969783,0.5838103025347506,scale,scale_17.jpeg
151,170,74,175,88,176,178,168,0.5432409739714525,0.5540983606557377,scale,scale_63.jpeg
179,151,176,77,178,62,74,177,0.562303664921466,0.5873642645607108,scale,perspective_1_flipped_scale_15.jpeg
172,177,153,85,160,170,173,178,0.5798319327731093,0.6101364522417154,scale,flipped_scale_51.jpeg
175,138,173,61,159,72,178,83,0.5821980018165305,0.5814376706096451,scale,flipped_scale_49.jpeg
154,170,97,177,178,147,153,153,0.5500603136308806,0.44903988183161003,scale,perspective_1_scale_12.jpeg
166,174,93,175,170,146,148,151,0.539543057996485,0.5342222222222223,scale,scale_77.jpeg
137,161,75,167,43,90,174,119,0.5654627539503386,0.5837837837837838,scale,perspective_1_scale_16.jpeg
134,172,67,174,79,168,176,171,0.5031766200762389,0.5469293163383546,scale,perspective_1_scale_47.jpeg
149,167,67,169,79,173,170,146,0.5057471264367817,0.5692821368948247,scale,perspective_1_scale_69.jpeg
164,167,95,172,64,162,170,42,0.5412262156448203,0.6159292035398231,scale,scale_95.jpeg
168,143,169,58,159,76,175,154,0.5792682926829268,0.5822401614530777,scale,flipped_scale_119.jpeg
155,173,80,176,44,173,161,112,0.5501002004008017,0.5606653620352251,scale,scale_102.jpeg
140,171,76,171,63,178,173,155,0.5147783251231527,0.5843881856540084,scale,perspective_1_scale_96.jpeg
160,170,67,170,90,135,142,165,0.5956873315363881,0.5217853347502657,scale,perspective_1_scale_72.jpeg
158,179,82,170,41,135,66,169,0.5246753246753246,0.4888268156424581,scale,perspective_1_scale_54.jpeg
175,164,176,82,147,114,163,169,0.5550061804697157,0.5847750865051903,scale,perspective_1_flipped_scale_102.jpeg
172,140,165,87,143,22,66,132,0.49389671361502346,0.5246913580246914,scale,flipped_scale_12.jpeg
179,146,179,81,176,64,125,174,0.5580736543909348,0.5678670360110804,scale,perspective_1_flipped_scale_106.jpeg
177,150,168,70,173,70,147,173,0.5859133126934984,0.5507976490344249,scale,flipped_scale_68.jpeg
172,143,161,57,144,79,179,149,0.5797491039426523,0.5673431734317343,scale,flipped_scale_125.jpeg
145,170,75,177,65,172,174,176,0.5418181818181819,0.5684931506849316,scale,perspective_1_scale_129.jpeg
170,156,164,95,130,63,84,148,0.6125,0.5799457994579946,scale,perspective_1_flipped_scale_4.jpeg
179,149,173,69,145,131,177,152,0.5800240673886883,0.562107904642409,scale,perspective_1_flipped_scale_53.jpeg
177,155,178,90,164,56,164,134,0.5637030247479377,0.5522107243650047,scale,flipped_scale_99.jpeg
177,151,174,77,144,66,170,84,0.5966162065894924,0.5631629701060752,scale,flipped_scale_5.jpeg
145,175,74,169,75,176,175,145,0.5565819861431871,0.5901814300960512,scale,perspective_1_scale_62.jpeg
169,168,87,164,68,137,172,89,0.5318877551020408,0.6066452304394426,scale,perspective_1_scale_18.jpeg
172,142,179,63,163,85,172,121,0.56625,0.6038812785388128,scale,perspective_1_flipped_scale_62.jpeg
175,142,168,50,167,86,161,69,0.578239608801956,0.5466491458607096,scale,perspective_1_flipped_scale_46.jpeg
150,143,168,74,174,45,96,106,0.532574974146846,0.5383043922369765,scale,flipped_scale_9.jpeg
154,176,74,173,89,158,170,166,0.5390549662487946,0.565059144676979,scale,scale_53.jpeg
149,176,40,155,85,179,173,154,0.5094161958568738,0.4747983870967742,scale,scale_84.jpeg
150,170,61,172,56,177,166,164,0.5206786850477201,0.562862669245648,scale,scale_128.jpeg
167,165,153,95,70,172,140,175,0.475,0.5578947368421052,scale,flipped_scale_8.jpeg
167,153,159,105,146,155,174,171,0.6083009079118028,0.6083009079118028,scale,perspective_1_flipped_scale_81.jpeg
155,179,66,175,64,151,121,168,0.49326805385556916,0.5290102389078498,scale,perspective_1_scale_101.jpeg
165,161,100,164,50,64,173,164,0.540590405904059,0.5818639798488665,scale,scale_22.jpeg
175,147,160,65,174,81,40,150,0.5620736698499318,0.5884615384615385,scale,perspective_1_flipped_scale_52.jpeg
167,161,84,171,76,171,157,118,0.5184534270650264,0.5671406003159558,scale,scale_64.jpeg
179,166,96,164,53,63,179,175,0.5200372786579683,0.5697577276524645,scale,scale_56.jpeg
135,175,75,179,51,166,149,127,0.5558035714285714,0.580168776371308,scale,perspective_1_scale_24.jpeg
115,166,56,164,86,171,160,133,0.5290581162324649,0.582963620230701,scale,scale_60.jpeg
169,152,173,64,160,91,151,170,0.5854545454545454,0.5962219598583235,scale,perspective_1_flipped_scale_114.jpeg
177,144,168,58,153,70,147,140,0.5700099304865939,0.5568065506653019,scale,perspective_1_flipped_scale_67.jpeg
136,172,63,174,82,173,174,163,0.5704824976348155,0.6213511259382819,scale,scale_62.jpeg
163,158,94,171,32,177,145,158,0.5128712871287129,0.5865546218487395,scale,scale_5.jpeg
169,148,174,76,169,60,158,165,0.5932666060054596,0.558736426456071,scale,flipped_scale_98.jpeg
161,177,82,177,46,156,150,132,0.49392265193370166,0.5410821643286573,scale,perspective_1_scale_80.jpeg
143,178,79,177,94,170,137,171,0.4773561811505508,0.5556711758584808,scale,perspective_1_scale_94.jpeg
120,173,57,178,77,177,86,158,0.5005688282138794,0.5762548262548263,scale,perspective_1_scale_93.jpeg
166,166,143,109,160,160,166,178,0.526536312849162,0.597864768683274,scale,perspective_1_flipped_scale_1.jpeg
165,169,87,163,97,174,130,0,0.4861111111111111,0.5654923215898826,scale,perspective_1_scale_2.jpeg
172,130,174,56,159,70,158,171,0.5349740932642487,0.541507024265645,scale,perspective_1_flipped_scale_116.jpeg
147,179,75,176,100,160,110,140,0.5539739027283511,0.5403422982885085,scale,perspective_1_scale_119.jpeg
171,153,175,84,169,62,109,175,0.5987124463519313,0.6079664570230608,scale,perspective_1_flipped_scale_17.jpeg
165,172,176,82,169,119,124,116,0.5306666666666666,0.515818431911967,scale,perspective_1_flipped_scale_112.jpeg
138,177,67,175,69,166,139,144,0.5632075471698114,0.6018916595012898,scale,scale_72.jpeg
141,178,66,166,75,174,165,135,0.5594622543950362,0.5919540229885057,scale,scale_0.jpeg
169,138,157,55,157,72,138,141,0.5753554502369668,0.5765595463137996,scale,flipped_scale_126.jpeg
156,157,59,179,54,174,155,124,0.5170278637770898,0.5617977528089888,scale,scale_131.jpeg
179,151,173,93,165,169,176,169,0.53375,0.6061246040126715,scale,perspective_1_flipped_scale_93.jpeg
179,147,173,78,172,83,146,127,0.5602409638554217,0.588500563697858,scale,perspective_1_flipped_scale_61.jpeg
148,168,80,168,56,161,168,92,0.5584415584415584,0.6017039403620873,scale,scale_117.jpeg
163,140,169,60,163,66,174,175,0.5529131985731273,0.5658198614318707,scale,perspective_1_flipped_scale_14.jpeg
172,164,172,83,176,58,83,176,0.5863228699551569,0.5839909808342728,scale,perspective_1_flipped_scale_80.jpeg
153,163,73,179,68,173,174,121,0.5598739495798319,0.5801603206412825,scale,perspective_1_scale_71.jpeg
147,161,42,140,118,158,103,97,0.5230414746543779,0.5024038461538461,scale,scale_88.jpeg
128,160,51,161,97,159,158,175,0.5837765957446809,0.6027918781725888,scale,perspective_1_scale_51.jpeg
144,165,75,176,60,176,175,145,0.5258620689655172,0.5914577530176416,scale,scale_122.jpeg
171,158,168,55,143,104,169,131,0.5336856010568032,0.5842167255594818,scale,perspective_1_flipped_scale_126.jpeg
175,141,128,27,146,112,175,137,0.46514285714285714,0.5282258064516129,scale,flipped_scale_88.jpeg
148,166,69,177,60,170,156,177,0.5346432264736298,0.6045694200351494,scale,scale_129.jpeg
144,175,90,175,66,165,165,89,0.5042283298097252,0.515495867768595,scale,scale_10.jpeg
169,149,167,75,150,39,176,13,0.5583566760037348,0.5612244897959183,scale,flipped_scale_78.jpeg
155,173,52,168,99,157,153,170,0.5181268882175226,0.579155672823219,scale,perspective_1_scale_41.jpeg
163,168,82,171,81,174,157,59,0.5750636132315522,0.5866336633663366,scale,perspective_1_scale_118.jpeg
127,150,41,161,63,162,168,130,0.49866310160427807,0.576271186440678,scale,perspective_1_scale_40.jpeg
153,176,71,177,66,179,173,119,0.5386289445048966,0.5834970530451866,scale,scale_111.jpeg
175,148,179,76,108,53,147,176,0.5837187789084182,0.5786516853932584,scale,flipped_scale_81.jpeg
169,151,170,65,159,73,169,178,0.6018158236057068,0.5706293706293706,scale,perspective_1_flipped_scale_118.jpeg
178,132,171,70,164,67,172,59,0.5402597402597402,0.549618320610687,scale,flipped_scale_16.jpeg
126,176,42,178,63,152,61,175,0.4305343511450382,0.5883002207505519,scale,perspective_1_scale_124.jpeg
174,165,178,82,145,119,175,167,0.5874439461883408,0.5353535353535354,scale,perspective_1_flipped_scale_79.jpeg
179,173,171,81,152,178,165,157,0.5711422845691383,0.6055299539170507,scale,flipped_scale_45.jpeg
169,169,104,161,95,170,166,120,0.49941792782305006,0.553014553014553,scale,perspective_1_scale_3.jpeg
140,159,77,170,48,168,166,127,0.5443037974683544,0.5521531100478468,scale,scale_21.jpeg
136,175,83,176,131,172,172,173,0.48044132397191575,0.4825174825174825,scale,scale_9.jpeg
174,146,175,70,161,69,116,176,0.5540355677154583,0.6209302325581395,scale,perspective_1_flipped_scale_129.jpeg
156,172,94,171,92,176,154,175,0.49796747967479676,0.559322033898305,scale,scale_94.jpeg
142,169,65,175,62,168,163,153,0.5072992700729927,0.6153846153846154,scale,scale_116.jpeg
169,153,97,169,56,60,169,164,0.5270618556701031,0.5781609195402299,scale,perspective_1_scale_48.jpeg
179,157,177,76,165,174,170,141,0.5687732342007435,0.5628140703517588,scale,perspective_1_flipped_scale_94.jpeg
137,174,58,168,42,176,146,108,0.523094688221709,0.5077473182359953,scale,perspective_1_scale_14.jpeg
132,171,45,156,86,169,147,133,0.5305895439377085,0.5926640926640927,scale,scale_51.jpeg
169,146,170,80,167,169,174,176,0.592638036809816,0.5525606469002695,scale,perspective_1_flipped_scale_75.jpeg
175,148,171,77,169,57,122,175,0.5977366255144033,0.5679558011049723,scale,perspective_1_flipped_scale_22.jpeg
175,143,174,67,176,59,120,161,0.5743243243243243,0.5689149560117303,scale,flipped_scale_120.jpeg
148,167,85,175,54,174,170,175,0.5343980343980343,0.5760626398210291,scale,perspective_1_scale_123.jpeg
173,144,167,61,161,79,171,68,0.5669099756690997,0.5579470198675497,scale,flipped_scale_67.jpeg
178,143,169,64,141,61,106,169,0.5580708661417323,0.5873161764705882,scale,flipped_scale_127.jpeg
162,162,92,169,88,164,172,150,0.5070422535211268,0.5836873406966865,scale,scale_98.jpeg
165,157,162,88,157,95,174,47,0.6111665004985045,0.5563139931740614,scale,perspective_1_flipped_scale_6.jpeg
147,168,94,170,178,170,172,170,0.4892008639308855,0.4581901489117984,scale,perspective_1_scale_9.jpeg
176,149,167,69,155,78,129,96,0.5757261410788381,0.5877016129032258,scale,flipped_scale_131.jpeg
175,149,175,74,177,65,176,93,0.5755947812739831,0.5706521739130435,scale,flipped_scale_66.jpeg
163,170,49,156,98,170,146,76,0.513203214695752,0.5052508751458576,scale,perspective_1_scale_85.jpeg
142,149,52,166,77,158,175,142,0.5434543454345434,0.5717234262125903,scale,scale_40.jpeg
175,143,175,76,162,57,144,170,0.567062818336163,0.5490716180371353,scale,flipped_scale_17.jpeg
176,152,171,77,173,37,151,4,0.5669077757685352,0.5680793507664562,scale,flipped_scale_79.jpeg
172,163,111,168,45,157,176,60,0.5190133607399794,0.6037256562235394,scale,scale_4.jpeg
141,175,82,173,41,168,177,137,0.5105386416861827,0.5957446808510638,scale,perspective_1_scale_22.jpeg
176,176,175,103,117,118,169,101,0.5391766268260292,0.6178414096916299,scale,perspective_1_flipped_scale_72.jpeg
154,162,93,166,48,103,175,154,0.535,0.5877659574468085,scale,scale_18.jpeg
140,171,67,168,40,158,156,168,0.49257425742574257,0.5469613259668509,scale,perspective_1_scale_53.jpeg
174,147,167,29,156,106,153,147,0.4524627720504009,0.5318315377081293,scale,perspective_1_flipped_scale_84.jpeg
135,178,47,177,92,161,123,165,0.4980289093298292,0.5712682379349046,scale,perspective_1_scale_114.jpeg
152,154,62,175,60,152,167,144,0.535181236673774,0.589066918001885,scale,scale_126.jpeg
136,152,58,170,45,160,164,138,0.47214854111405835,0.5616740088105727,scale,perspective_1_scale_130.jpeg
170,135,178,62,154,70,149,171,0.5806878306878307,0.5681198910081744,scale,perspective_1_flipped_scale_117.jpeg
162,160,94,168,42,89,177,151,0.5671641791044776,0.6103646833013435,scale,scale_20.jpeg
133,165,65,179,110,160,94,166,0.533278553820871,0.5534591194968553,scale,scale_16.jpeg
149,169,88,174,73,159,121,167,0.49506172839506174,0.5210772833723654,scale,perspective_1_scale_75.jpeg
178,151,179,73,168,81,140,36,0.5989304812834224,0.569954128440367,scale,perspective_1_flipped_scale_96.jpeg
173,149,179,80,169,136,174,79,0.5652694610778443,0.5204755614266843,scale,perspective_1_flipped_scale_95.jpeg
157,173,85,179,56,108,177,170,0.5411214953271029,0.5631672597864769,scale,scale_81.jpeg
144,176,77,168,65,152,157,168,0.5107843137254902,0.5178743961352656,scale,scale_8.jpeg
169,136,165,72,148,55,179,88,0.5544959128065395,0.5731070496083551,scale,perspective_1_flipped_scale_122.jpeg
174,149,177,67,163,68,120,167,0.5963035019455253,0.6017274472168906,scale,flipped_scale_53.jpeg
123,178,47,163,85,162,141,158,0.4903314917127072,0.5580838323353293,scale,perspective_1_scale_112.jpeg
162,149,163,38,149,103,168,160,0.4713983050847458,0.5634295713035871,scale,flipped_scale_85.jpeg
148,160,64,172,56,166,173,105,0.5544147843942505,0.6149068322981367,scale,scale_46.jpeg
175,155,179,82,165,94,157,55,0.551654964894684,0.5818521983161834,scale,flipped_scale_102.jpeg
159,142,172,58,161,83,168,173,0.553763440860215,0.579746835443038,scale,perspective_1_flipped_scale_115.jpeg
176,147,179,80,175,52,67,172,0.5728038507821901,0.5442875481386393,scale,perspective_1_flipped_scale_55.jpeg
151,170,64,171,58,174,169,80,0.555439330543933,0.578790882061447,scale,scale_127.jpeg
163,154,171,62,170,83,178,102,0.5819209039548022,0.5751196172248804,scale,flipped_scale_114.jpeg
175,143,178,72,142,56,153,163,0.5743879472693032,0.5687022900763359,scale,flipped_scale_19.jpeg
168,151,177,87,154,57,61,175,0.6130483689538808,0.5662042875157629,scale,perspective_1_flipped_scale_3.jpeg
173,145,131,125,162,124,179,150,0.6197183098591549,0.557980900409277,scale,perspective_1_scale_4.jpeg
161,167,69,177,85,168,176,125,0.5726190476190476,0.6033149171270719,scale,perspective_1_scale_46.jpeg
153,170,77,178,58,168,154,161,0.5322425409047161,0.5806729939603106,scale,scale_79.jpeg
174,145,168,53,160,82,179,125,0.5845864661654135,0.5503560528992879,scale,perspective_1_flipped_scale_65.jpeg
147,175,70,177,74,175,176,125,0.5632780082987552,0.5695296523517382,scale,scale_118.jpeg
165,149,172,66,169,78,165,165,0.587251828631139,0.5919421487603306,scale,flipped_scale_117.jpeg
162,169,87,161,75,178,160,47,0.5159474671669794,0.5608510638297872,scale,scale_2.jpeg
170,162,178,81,165,92,159,59,0.5373831775700935,0.5127153404429861,scale,flipped_scale_70.jpeg
144,137,42,169,67,159,161,145,0.48791714614499426,0.5369406867845994,scale,scale_39.jpeg
179,125,173,49,173,81,179,149,0.5715604801477377,0.5622641509433962,scale,flipped_scale_60.jpeg
176,144,170,73,160,52,170,167,0.5847347994825356,0.5523012552301255,scale,perspective_1_flipped_scale_19.jpeg
141,154,47,167,79,168,159,130,0.5159313725490197,0.5734341252699784,scale,scale_41.jpeg
175,148,167,59,169,85,82,145,0.6375545851528385,0.5818639798488665,scale,perspective_1_flipped_scale_47.jpeg
150,174,72,179,81,161,155,177,0.5214285714285715,0.5370187561697927,scale,scale_101.jpeg
154,179,73,178,72,165,135,170,0.5434173669467787,0.5606469002695418,scale,scale_100.jpeg
141,157,69,172,64,173,176,119,0.5549949545913219,0.5897674418604651,scale,scale_49.jpeg
163,151,160,35,157,117,149,127,0.47483870967741937,0.5487804878048781,scale,perspective_1_flipped_scale_85.jpeg
143,173,77,175,58,154,95,177,0.5559796437659033,0.5389696169088507,scale,perspective_1_scale_23.jpeg
154,165,47,151,105,157,145,125,0.5029850746268657,0.5329593267882188,scale,perspective_1_scale_87.jpeg
177,164,162,87,86,158,136,162,0.5418994413407822,0.5800256081946222,scale,perspective_1_flipped_scale_8.jpeg
141,144,24,145,109,129,162,159,0.477728285077951,0.47362514029180697,scale,scale_86.jpeg
166,144,175,63,170,72,160,118,0.5802113352545629,0.5979760809567617,scale,flipped_scale_0.jpeg
171,146,176,60,158,71,90,171,0.610917537746806,0.5828144458281445,scale,perspective_1_flipped_scale_54.jpeg
175,154,168,79,173,67,56,172,0.5663956639566395,0.62877030162413,scale,perspective_1_flipped_scale_56.jpeg
149,176,72,173,49,159,172,169,0.5197132616487455,0.5794979079497908,scale,perspective_1_scale_55.jpeg
176,146,175,75,156,52,162,30,0.5494716618635928,0.5388397246804326,scale,flipped_scale_21.jpeg
179,173,171,82,137,102,168,57,0.5436179981634527,0.6004823151125402,scale,flipped_scale_71.jpeg
162,143,165,70,169,57,167,102,0.5743380855397149,0.5889872173058014,scale,flipped_scale_106.jpeg
176,151,169,112,170,168,174,179,0.4228356336260979,0.5178197064989518,scale,perspective_1_flipped_scale_11.jpeg
143,173,68,177,85,157,164,177,0.5668016194331984,0.5952080706179067,scale,perspective_1_scale_111.jpeg
175,145,164,67,174,53,108,146,0.5831739961759083,0.6025524156791249,scale,flipped_scale_130.jpeg
176,150,165,76,155,170,177,178,0.5590118938700823,0.5630099728014506,scale,flipped_scale_1.jpeg
166,169,175,84,127,81,124,135,0.5759911894273128,0.5968586387434555,scale,flipped_scale_111.jpeg
133,162,75,169,51,170,179,167,0.5107816711590296,0.5346153846153846,scale,perspective_1_scale_95.jpeg
178,149,176,71,170,41,164,17,0.5594541910331384,0.5810936051899908,scale,flipped_scale_128.jpeg
145,134,130,23,144,108,47,119,0.4381679389312977,0.5189542483660131,scale,perspective_1_flipped_scale_88.jpeg
178,159,173,66,162,108,172,57,0.5854665565648225,0.4803312629399586,scale,perspective_1_flipped_scale_69.jpeg
176,145,164,74,156,71,100,177,0.5716216216216217,0.6385404789053591,scale,perspective_1_flipped_scale_0.jpeg
165,160,46,130,112,141,135,53,0.5087281795511222,0.5224242424242425,scale,perspective_1_scale_86.jpeg
165,159,171,91,73,52,163,177,0.6196990424076607,0.6346911957950065,scale,perspective_1_flipped_scale_21.jpeg
176,142,170,70,169,61,90,170,0.5891748003549245,0.558206106870229,scale,flipped_scale_94.jpeg
179,159,172,104,151,141,167,174,0.5371577574967406,0.5371577574967406,scale,perspective_1_flipped_scale_76.jpeg
172,143,176,63,146,84,165,161,0.5356083086053413,0.6255980861244019,scale,perspective_1_flipped_scale_119.jpeg
177,145,175,71,161,62,155,149,0.5904669260700389,0.5852216748768473,scale,flipped_scale_121.jpeg
172,177,123,157,163,164,178,177,0.5318471337579618,0.40884718498659517,scale,perspective_1_scale_13.jpeg
130,164,78,172,90,156,76,177,0.4482758620689655,0.5268346111719606,scale,perspective_1_scale_122.jpeg
176,156,171,47,153,81,142,145,0.5879873551106428,0.4800531914893617,scale,perspective_1_flipped_scale_130.jpeg
175,142,178,71,163,59,160,167,0.5867158671586716,0.5874769797421732,scale,flipped_scale_18.jpeg
144,172,59,177,144,145,165,167,0.4866369710467706,0.5541586073500967,scale,perspective_1_scale_49.jpeg
173,152,128,36,142,117,140,143,0.47801578354002255,0.5327951564076691,scale,flipped_scale_86.jpeg
178,151,169,67,157,85,179,168,0.5696902654867256,0.5594563986409966,scale,perspective_1_flipped_scale_70.jpeg
177,145,178,71,171,56,173,17,0.5829291949563531,0.5877277085330777,scale,flipped_scale_100.jpeg
128,179,56,177,79,176,152,133,0.5276273022751896,0.6082659478885895,scale,perspective_1_scale_63.jpeg
160,176,63,174,155,143,114,168,0.46102150537634407,0.5374855824682814,scale,perspective_1_scale_102.jpeg
155,177,52,178,59,135,168,41,0.5041095890410959,0.5731132075471698,scale,perspective_1_scale_131.jpeg
166,175,97,173,50,176,79,146,0.5154845154845155,0.5467289719626168,scale,scale_76.jpeg
151,157,75,177,52,168,176,128,0.5307612095933264,0.5886654478976234,scale,scale_125.jpeg
130,179,70,179,65,177,109,167,0.5366317792578497,0.5532110091743119,scale,scale_105.jpeg
174,135,176,57,166,70,138,166,0.5865384615384616,0.5473684210526316,scale,perspective_1_flipped_scale_124.jpeg
171,147,171,84,159,51,90,157,0.5188172043010753,0.5543568464730291,scale,flipped_scale_14.jpeg
168,145,177,83,163,162,165,129,0.516497461928934,0.5464285714285714,scale,perspective_1_flipped_scale_100.jpeg
152,173,91,170,58,166,116,140,0.5740540540540541,0.5612472160356348,scale,perspective_1_scale_99.jpeg
134,167,55,174,77,173,155,168,0.4535031847133758,0.53470715835141,scale,perspective_1_scale_8.jpeg
164,140,164,27,131,95,164,119,0.4558991981672394,0.5310957551826259,scale,flipped_scale_87.jpeg
146,176,83,175,77,154,33,171,0.5012315270935961,0.5371428571428571,scale,perspective_1_scale_21.jpeg
150,138,168,24,123,104,162,158,0.4425587467362924,0.5438034188034188,scale,perspective_1_flipped_scale_87.jpeg
146,175,44,171,99,141,162,172,0.4741847826086957,0.58207343412527,scale,perspective_1_scale_126.jpeg
84,164,65,96,148,171,112,156,0.43898305084745765,0.5081723625557206,scorpion,perspective_2_flipped_scorpion_7.jpeg
167,151,102,78,160,124,155,125,0.35129740518962077,0.395910780669145,scorpion,perspective_1_flipped_scorpion_1.jpeg
149,120,127,70,149,152,178,179,0.46776406035665297,0.4519774011299435,scorpion,perspective_1_scorpion_14.jpeg
45,146,68,151,60,125,87,114,0.32521739130434785,0.5012853470437018,scorpion,scorpion_41.jpeg
169,120,125,132,61,89,175,121,0.5546218487394958,0.5569487983281086,scorpion,flipped_scorpion_15.jpeg
146,140,146,136,152,71,179,123,0.6500777604976672,0.5989304812834224,scorpion,perspective_1_scorpion_32.jpeg
108,140,156,125,134,153,65,69,0.45241581259150804,0.45161290322580644,scorpion,perspective_1_scorpion_25.jpeg
115,153,95,129,57,73,14,22,0.5101721439749609,0.5881578947368421,scorpion,perspective_2_flipped_scorpion_28.jpeg
148,171,17,21,173,163,163,178,0.4068241469816273,0.5378323108384458,scorpion,flipped_scorpion_19.jpeg
102,173,97,103,60,95,164,55,0.5545023696682464,0.6039325842696629,scorpion,perspective_1_flipped_scorpion_30.jpeg
157,166,125,133,172,172,162,159,0.44093178036605657,0.4774494556765163,scorpion,perspective_1_flipped_scorpion_16.jpeg
